pref_name,first_approval,dosed_ingredient,oral,parenteral,topical,first_in_class,smiles
CEFEPIME,1996,1,0,1,0,0,CON=C(C(=O)NC1C(=O)N2C(C(=O)[O-])=C(C[N+]3(C)CCCC3)CS[C@H]12)c1csc(N)n1
LEVOFLOXACIN ANHYDROUS,1996,0,1,1,1,0,C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23
TOPIRAMATE,1996,1,1,0,0,0,CC1(C)O[C@@H]2[C@@H](CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@@H]23)O1
PENCICLOVIR,1996,1,0,0,1,0,Nc1nc(=O)c2ncn(CCC(CO)CO)c2[nH]1
GEMCITABINE,1996,1,0,1,0,0,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)C2(F)F)c(=O)n1
CIDOFOVIR ANHYDROUS,1996,0,0,1,0,0,Nc1ccn(C[C@@H](CO)OCP(=O)(O)O)c(=O)n1
DOCETAXEL ANHYDROUS,1996,0,0,1,0,0,CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)C(=O)C3C(C)[C@@H](OC(=O)C(O)C(NC(=O)OC(C)(C)C)c4ccccc4)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@H]21)C3(C)C
MIDODRINE HYDROCHLORIDE,1996,1,1,0,0,0,COc1ccc(OC)c(C(O)CNC(=O)CN)c1
REMIFENTANIL HYDROCHLORIDE,1996,1,0,1,0,0,CCC(=O)N(c1ccccc1)C1(C(=O)OC)CCN(CCC(=O)OC)CC1
PHENYLBUTANOIC ACID,1996,0,1,0,0,0,O=C(O)CCCc1ccccc1
ZILEUTON,1996,1,1,0,0,0,CC(c1cc2ccccc2s1)N(O)C(N)=O
NILUTAMIDE,1996,1,1,0,0,0,CC1(C)NC(=O)N(c2ccc([N+](=O)[O-])c(C(F)(F)F)c2)C1=O
BRIMONIDINE TARTRATE,1996,1,0,0,1,0,Brc1c(NC2=NCCN2)ccc2nccnc12
RALTITREXED,1996,1,0,1,0,0,Cc1nc(=O)c2cc(CN(C)c3ccc(C(=O)NC(CCC(=O)O)C(=O)O)s3)ccc2[nH]1
ALBENDAZOLE,1996,1,1,0,0,0,CCCSc1ccc2[nH]c(NC(=O)OC)nc2c1
SERTINDOLE,1996,1,1,0,0,0,O=C1NCCN1CCN1CCC(c2cn(-c3ccc(F)cc3)c3ccc(Cl)cc23)CC1
BUTENAFINE,1996,0,0,0,1,0,CN(Cc1ccc(C(C)(C)C)cc1)Cc1cccc2ccccc12
CABERGOLINE,1996,1,1,0,0,0,C=CCN1CC(C(=O)N(CCCN(C)C)C(=O)NCC)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21
FOSPHENYTOIN,1996,0,0,1,0,0,O=C1NC(c2ccccc2)(c2ccccc2)C(=O)N1COP(=O)(O)O
TIZANIDINE,1996,0,1,0,0,0,Clc1ccc2nsnc2c1NC1=NCCN1
AZELASTINE,1996,0,0,0,1,0,CN1CCCC(n2nc(Cc3ccc(Cl)cc3)c3ccccc3c2=O)CC1
RITONAVIR,1996,1,1,0,0,0,CC(C)c1nc(CN(C)C(=O)NC(C(=O)N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1
FOSFOMYCIN,1996,1,1,0,0,0,C[C@@H]1O[C@@H]1P(=O)(O)O
PRAMIPEXOLE,1997,1,1,0,0,0,CCCN[C@H]1CCc2nc(N)sc2C1
TOLCAPONE,1997,1,1,0,0,0,Cc1ccc(C(=O)c2cc(O)c(O)c([N+](=O)[O-])c2)cc1
EPROSARTAN,1997,1,1,0,0,0,CCCC=c1ncc(=CC(Cc2cccs2)C(=O)O)n1Cc1ccc(C(=O)O)cc1
BROMFENAC,1997,1,0,0,1,0,Nc1c(CC(=O)O)cccc1C(=O)c1ccc(Br)cc1
TROGLITAZONE,1997,1,1,0,0,0,Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(Cc3sc(=O)[nH]c3O)cc1)O2
ROPINIROLE HYDROCHLORIDE,1997,1,1,0,0,0,CCCN(CCC)CCc1cccc2[nH]c(O)cc12
CLOPIDOGREL BISULFATE,1997,1,1,0,0,0,COC(=O)C(c1ccccc1Cl)N1CCc2sccc2C1
TILUDRONATE DISODIUM,1997,1,1,0,0,0,O=P(O)(O)C(Sc1ccc(Cl)cc1)P(=O)(O)O
ANAGRELIDE HYDROCHLORIDE,1997,1,1,0,0,0,Oc1cn2c(n1)Nc1ccc(Cl)c(Cl)c1C2
IRBESARTAN,1997,1,1,0,0,0,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1
TAZAROTENE,1997,1,0,0,1,0,CCOC(=O)c1ccc(C#Cc2ccc3c(c2)C(C)(C)CCS3)nc1
FOMEPIZOLE,1997,1,0,1,0,0,Cc1cn[nH]c1
CEFDINIR,1997,1,1,0,0,0,C=CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(=NO)c3csc(N)n3)[C@H]2SC1
CERIVASTATIN,1997,1,1,0,0,0,COCc1c(-c2ccc(F)cc2)c(=CC[C@@H](O)C[C@@H](O)CC(=O)O)c(C(C)C)nc1=C(C)C
TIAGABINE HYDROCHLORIDE,1997,1,1,0,0,0,Cc1ccsc1C(=CCCN1CCCC(C(=O)O)C1)c1sccc1C
DELAVIRDINE,1997,0,1,0,0,0,CC(C)Nc1cccnc1N1CCN(C(=O)c2cc3cc(NS(C)(=O)=O)ccc3[nH]2)CC1
RALOXIFENE,1997,0,1,0,0,0,O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12
GREPAFLOXACIN,1997,0,1,0,0,0,Cc1c(F)c(N2CCNC(C)C2)cc2c1c(=O)c(C(=O)O)cn2C1CC1
MIBEFRADIL,1997,1,1,0,0,0,COCC(=O)O[C@]1(CCN(C)CCCc2nc3ccccc3[nH]2)CCc2cc(F)ccc2[C@@H]1C(C)C
FENOLDOPAM MESYLATE,1997,1,0,1,0,0,Oc1ccc(C2CNCCc3c2cc(O)c(O)c3Cl)cc1
TROVAFLOXACIN MESYLATE,1997,1,1,0,0,0,N[C@@H]1[C@H]2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)C[C@@H]12
HYDROCORTISONE PROBUTATE,1997,1,0,0,1,0,CCCC(=O)O[C@]1(C(=O)COC(=O)CC)CC[C@H]2[C@@H]3CC=C4CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C
FEPRAZONE,1997,1,0,0,0,0,CC(C)=CCc1c(O)n(-c2ccccc2)n(-c2ccccc2)c1=O
REPAGLINIDE,1997,1,1,0,0,0,CCOc1cc(CC(=O)N[C@@H](CC(C)C)c2ccccc2N2CCCCC2)ccc1C(=O)O
LETROZOLE,1997,1,1,0,0,0,N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1
EMEDASTINE DIFUMARATE,1997,1,0,0,1,0,CCOCCn1c(N2CCCN(C)CC2)nc2ccccc21
ARBUTAMINE HYDROCHLORIDE,1997,1,0,1,0,0,Oc1ccc(CCCCNC[C@H](O)c2ccc(O)c(O)c2)cc1
SIBUTRAMINE,1997,1,1,0,0,0,CC(C)CC(N(C)C)C1(c2ccc(Cl)cc2)CCC1
TRICLOSAN,1997,1,0,0,1,0,Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl
ZOLMITRIPTAN,1997,1,1,0,1,0,CN(C)CCc1c[nH]c2ccc(C[C@H]3COC(=O)N3)cc12
TAMSULOSIN,1997,0,1,0,0,0,CCOc1ccccc1OCCN[C@H](C)Cc1ccc(OC)c(S(N)(=O)=O)c1
NELFINAVIR MESYLATE,1997,1,1,0,0,0,Cc1c(O)cccc1C(=O)N[C@@H](CSc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2CC1C(=O)NC(C)(C)C
QUETIAPINE FUMARATE,1997,1,1,0,0,0,OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1
ALATROFLOXACIN MESYLATE,1997,1,0,1,0,0,CC(N)C(=O)NC(C)C(=O)N[C@H]1[C@@H]2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)C[C@@H]21
IMIQUIMOD,1997,1,0,0,1,0,CC(C)Cn1cnc2c(N)nc3ccccc3c21
DOLASETRON MESYLATE,1997,1,1,1,0,0,O=C(O[C@H]1C[C@H]2CC3C[C@@H](C1)N2CC3=O)c1c[nH]c2ccccc12
REBOXETINE,1997,1,1,0,0,0,CCOc1ccccc1OC(c1ccccc1)C1CNCCO1
CITALOPRAM,1998,0,1,0,0,0,CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21
SILDENAFIL CITRATE,1998,1,1,1,0,0,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc12
TELMISARTAN,1998,1,1,0,0,0,CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1
CAPECITABINE,1998,1,1,0,0,0,CCCCCOC(=O)Nc1nc(=O)n([C@@H]2O[C@H](C)[C@@H](O)[C@H]2O)cc1F
RIFAPENTINE,1998,1,1,0,0,0,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(C=NN5CCN(C6CCCC6)CC5)c(O)c4c3C2=O)NC(=O)C(C)=CC=CC(C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C
TIROFIBAN,1998,0,0,1,0,0,CCCCS(=O)(=O)NC(Cc1ccc(OCCCCC2CCNCC2)cc1)C(=O)O
TOLTERODINE TARTRATE,1998,1,1,0,0,0,Cc1ccc(O)c([C@H](CCN(C(C)C)C(C)C)c2ccccc2)c1
THALIDOMIDE,1998,1,1,0,0,0,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1
EFAVIRENZ,1998,1,1,0,0,0,O=C1Nc2ccc(Cl)cc2[C@@](C#CC2CC2)(C(F)(F)F)O1
CELECOXIB,1998,1,1,0,0,0,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1
MODAFINIL,1998,1,1,0,0,0,NC(=O)C[S+]([O-])C(c1ccccc1)c1ccccc1
MIZOLASTINE,1998,1,1,0,0,0,CN(c1nc(=O)cc[nH]1)C1CCN(c2nc3ccccc3n2Cc2ccc(F)cc2)CC1
MONTELUKAST,1998,1,1,0,0,0,CC(C)(O)c1ccccc1CC[C@@H](SCC1(CC(=O)O)CC1)c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1
RIZATRIPTAN BENZOATE,1998,1,1,0,0,0,CN(C)CCc1c[nH]c2ccc(Cn3cncn3)cc12
VALRUBICIN,1998,1,0,1,0,0,CCCCC(=O)OCC(=O)[C@]1(O)C=C2C(=O)c3c(c(O)c4c(OC)cccc4c3O)C(=O)C2[C@@H](O[C@H]2C[C@H](NC(=O)C(F)(F)F)[C@H](O)[C@H](C)O2)C1
ABACAVIR,1998,0,1,0,0,0,Nc1nc(NC2CC2)c2ncn([C@H]3C=C[C@@H](CO)C3)c2n1
NARATRIPTAN,1998,0,1,0,0,0,CNS(=O)(=O)CCc1ccc2[nH]cc(C3CCN(C)CC3)c2c1
RIVASTIGMINE TARTRATE,1998,1,1,0,0,0,CCN(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1
PARICALCITOL,1998,1,1,1,0,0,C[C@H](/C=C/[C@H](C)C(C)(C)O)[C@H]1CC[C@H]2/C(=C/C=C3C[C@@H](O)C[C@H](O)C3)CCC[C@]12C
LEFLUNOMIDE,1998,1,1,0,0,0,Cc1oncc1C(=O)Nc1ccc(C(F)(F)F)cc1
BRINZOLAMIDE,1998,1,0,0,1,0,CCN[C@H]1CN(CCCOC)S(=O)(=O)c2sc(S(N)(=O)=O)cc21
LOTEPREDNOL ETABONATE,1998,1,0,0,1,0,CCOC(=O)O[C@]1(C(=O)OCCl)CC[C@H]2[C@@H]3CC=C4CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C
CANDESARTAN CILEXETIL,1998,1,1,0,0,0,CCOc1nc2cccc(C(=O)OC(C)OC(=O)OC3CCCCC3)c2n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1
RISEDRONATE SODIUM,1998,1,1,0,0,0,O=P(O)(O)C(O)(Cc1cccnc1)P(=O)(O)O
CILOSTAZOL,1999,1,1,0,0,0,O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1
LEVETIRACETAM,1999,1,1,1,0,0,CCC(C(N)=O)N1CCCC1=O
EXEMESTANE,1999,1,1,0,0,0,C=C1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)C=CC(=O)C=C12
RABEPRAZOLE,1999,0,1,0,0,0,COCCCOc1ccnc(C[S+]([O-])c2nc3ccccc3[nH]2)c1C
EPIRUBICIN,1999,0,0,1,0,0,COc1cccc2c(O)c3c(c(O)c12)C(=O)C1=C(C[C@@](O)(C(=O)CO)C[C@@H]1O[C@H]1C[C@H](N)[C@@H](O)[C@H](C)O1)C3=O
ROSIGLITAZONE,1999,1,1,0,0,0,CN(CCOc1ccc(Cc2sc(=O)[nH]c2O)cc1)c1ccccn1
DOFETILIDE,1999,1,1,0,0,0,CN(CCOc1ccc(NS(C)(=O)=O)cc1)CCc1ccc(NS(C)(=O)=O)cc1
GATIFLOXACIN,1999,1,1,1,1,0,COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12
OSELTAMIVIR PHOSPHATE,1999,1,1,0,0,0,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1
BEXAROTENE,1999,1,1,0,1,0,C=C(c1ccc(C(=O)O)cc1)c1cc2c(cc1C)C(C)(C)CCC2(C)C
DOXERCALCIFEROL,1999,1,1,1,0,0,C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)/C=C/[C@H](C)C(C)C)CC[C@@H]23)C[C@@H](O)C[C@@H]1O
ZALEPLON,1999,1,1,0,0,0,CCN(C(C)=O)c1cccc(-c2ccnc3c(C#N)cnn23)c1
ORLISTAT,1999,1,1,0,0,0,CCCCCCCCCCC[C@@H](C[C@@H]1OC(=O)C1CCCCCC)OC(=O)C(CC(C)C)NC=O
MOXIFLOXACIN HYDROCHLORIDE,1999,1,1,1,1,0,COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12
ROFECOXIB,1999,1,1,0,0,0,CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1
ALITRETINOIN,1999,1,0,0,1,0,CC1=C(/C=C/C(C)=C\C=C\C(C)=C\C(=O)O)C(C)(C)CCC1
CHOLECALCIFEROL,1999,1,1,1,0,0,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@@H]12
DEXMEDETOMIDINE HYDROCHLORIDE,1999,1,0,1,0,0,Cc1cccc([C@H](C)c2c[nH]cn2)c1C
PEMIROLAST POTASSIUM,1999,1,0,0,1,0,Cc1cccn2c(=O)c(-c3nn[nH]n3)cnc12
TEMOZOLOMIDE,1999,1,1,1,0,0,Cn1nnc2c(C(N)=O)ncn2c1=O
DEFERIPRONE,1999,1,1,0,0,0,Cc1c(O)c(=O)ccn1C
KETOTIFEN FUMARATE,1999,1,0,0,1,0,CN1CCC(=C2c3ccccc3CC(=O)c3sccc32)CC1
AMPRENAVIR,1999,1,1,0,0,0,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1
LEVALBUTEROL HYDROCHLORIDE,1999,1,0,0,1,0,CC(C)(C)NC[C@H](O)c1ccc(O)c(CO)c1
PIOGLITAZONE,1999,0,1,0,0,0,CCc1ccc(CCOc2ccc(Cc3sc(=O)[nH]c3O)cc2)nc1
ENTACAPONE,1999,1,1,0,0,0,CCN(CC)C(=O)C(C#N)=Cc1cc(O)c(O)c([N+](=O)[O-])c1
MEQUINOL,1999,1,0,0,1,0,COc1ccc(O)cc1
DALFOPRISTIN,1999,1,0,1,0,0,CCN(CC)CCS(=O)(=O)[C@@H]1CCN2C(=O)c3coc(n3)CC(=O)C[C@H](O)/C=C(C)/C=C/CNC(=O)/C=C/[C@@H](C)[C@@H](C(C)C)OC(=O)C12
ZANAMIVIR,1999,1,0,0,1,0,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1N=C(N)N
RAPACURONIUM BROMIDE,1999,1,0,1,0,0,C=CC[N+]1([C@H]2C[C@H]3[C@@H]4CC[C@H]5C[C@H](OC(C)=O)[C@@H](N6CCCCC6)C[C@]5(C)[C@H]4CC[C@]3(C)[C@H]2OC(=O)CC)CCCCC1
NAFTOPIDIL,1999,1,1,0,0,0,COc1ccccc1N1CCN(CC(O)COc2cccc3ccccc23)CC1
NATEGLINIDE,2000,1,1,0,0,0,CC(C)C1CCC(C(=O)NC(Cc2ccccc2)C(=O)O)CC1
MELOXICAM,2000,1,1,0,0,0,Cc1cnc(NC(=O)C2C(=O)c3ccccc3S(=O)(=O)N2C)s1
PIPERONYL BUTOXIDE,2000,1,0,0,1,0,CCCCOCCOCCOCc1cc2c(cc1CCC)OCO2
UNOPROSTONE ISOPROPYL,2000,1,0,0,1,0,CCCCCCCC(=O)CC[C@@H]1[C@@H](C/C=C\CCCC(=O)OC(C)C)[C@@H](O)C[C@H]1O
PANTOPRAZOLE,2000,0,1,1,0,0,COc1ccnc(C[S+]([O-])c2nc3cc(OC(F)F)ccc3[nH]2)c1OC
PROGUANIL HYDROCHLORIDE,2000,1,1,0,0,0,CC(C)N=C(N)N=C(N)Nc1ccc(Cl)cc1
LEVOBETAXOLOL,2000,0,0,0,1,0,CC(C)NC[C@H](O)COc1ccc(CCOCC2CC2)cc1
ALOSETRON HYDROCHLORIDE,2000,1,1,0,0,0,Cc1[nH]cnc1CN1CCc2c(c3ccccc3n2C)C1=O
PYRETHRINS,2000,1,0,0,1,0,C=C/C=C\CC1=C(C)[C@@H](OC(=O)C2[C@@H](/C=C(\C)C(=O)OC)C2(C)C)CC1=O
ZONISAMIDE,2000,1,1,0,0,0,NS(=O)(=O)Cc1noc2ccccc12
RAMATROBAN,2000,1,1,0,0,0,O=C(O)CCn1c2c(c3ccccc31)C[C@H](NS(=O)(=O)c1ccc(F)cc1)CC2
ARGATROBAN,2000,1,0,1,0,0,CC1CNc2c(cccc2S(=O)(=O)NC(CCCN=C(N)N)C(=O)N2CC[C@@H](C)CC2C(=O)O)C1
LOPINAVIR,2000,1,1,0,0,0,Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)C(C(C)C)N1CCCNC1=O
LINEZOLID,2000,1,1,1,0,0,CC(=O)NC[C@H]1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1
BALSALAZIDE,2000,0,1,0,0,0,O=C(O)CCNC(=O)c1ccc(N=Nc2ccc(O)c(C(=O)O)c2)cc1
ESTRIOL,2000,1,0,0,1,0,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1C[C@@H](O)[C@@H]2O
MIFEPRISTONE,2000,1,1,0,0,0,CC#C[C@]1(O)CC[C@H]2C3=C(C4=C(CC3)CC(=O)CC4)C(c3ccc(N(C)C)cc3)C[C@@]21C
OXCARBAZEPINE,2000,1,1,0,0,0,NC(=O)N1c2ccccc2CC(=O)c2ccccc21
CEVIMELINE HYDROCHLORIDE,2000,1,1,0,0,0,CC1OC2(CS1)CN1CCC2CC1
ARTICAINE,2000,0,0,1,0,0,CCCNC(C)C(=O)Nc1c(C)csc1C(=O)OC
ALMOTRIPTAN MALATE,2001,1,1,0,0,0,CN(C)CCc1c[nH]c2ccc(CS(=O)(=O)N3CCCC3)cc12
TEMOPORFIN,2001,1,0,0,0,0,Oc1cccc(-c2c3nc(c(-c4cccc(O)c4)c4ccc([nH]4)c(-c4cccc(O)c4)c4ccc([nH]4)c(-c4cccc(O)c4)c4nc2CC4)C=C3)c1
ZIPRASIDONE,2001,0,1,1,0,0,Oc1cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)c(Cl)cc2[nH]1
DUTASTERIDE,2001,1,1,0,0,0,C[C@]12C=CC(=O)N[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)C(C(=O)Nc3cc(C(F)(F)F)ccc3C(F)(F)F)CC[C@@H]12
CEFDITOREN PIVOXIL,2001,1,1,0,0,0,CON=C(C(=O)NC1C(=O)N2C(C(=O)OCOC(=O)C(C)(C)C)=C(/C=C\c3scnc3C)CS[C@H]12)c1csc(N)n1
BIMATOPROST,2001,1,0,0,1,0,CCNC(=O)CCC/C=C\C[C@@H]1[C@@H](/C=C/[C@@H](O)CCc2ccccc2)[C@H](O)C[C@@H]1O
APOMORPHINE HYDROCHLORIDE,2001,1,1,1,0,0,CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3
ETHINYL ESTRADIOL,2001,1,0,0,1,0,C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@@]21C
IMATINIB,2001,0,1,0,0,0,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1
TENOFOVIR DISOPROXIL,2001,1,1,0,0,0,CC(C)OC(=O)OCOP(=O)(CO[C@H](C)Cn1cnc2c(N)ncnc21)OCOC(=O)OC(C)C
DESLORATADINE,2001,1,1,0,0,0,Clc1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1
TELITHROMYCIN,2001,1,1,0,0,0,CC[C@H]1OC(=O)C(C)C(=O)C(C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)CC(C)C(=O)C(C)[C@H]2N(CCCCn3cnc(-c4cccnc4)c3)C(=O)O[C@]12C
DROSPIRENONE,2001,1,1,0,0,0,C[C@]12CCC(=O)C=C1C1C[C@@H]1[C@H]1[C@@H]3[C@@H]4C[C@@H]4[C@@]4(CCC(=O)O4)[C@@]3(C)CC[C@@H]12
DEXMETHYLPHENIDATE HYDROCHLORIDE,2001,1,1,0,0,0,COC(=O)C(c1ccccc1)[C@H]1CCCCN1
ESOMEPRAZOLE MAGNESIUM,2001,1,1,0,0,0,COc1ccc2[nH]c([S@@+]([O-])Cc3ncc(C)c(OC)c3C)nc2c1
TRAVOPROST,2001,1,0,0,1,0,CC(C)OC(=O)CCC/C=C\C[C@@H]1[C@@H](/C=C/[C@@H](O)COc2cccc(C(F)(F)F)c2)[C@H](O)C[C@@H]1O
BOSENTAN,2001,1,1,0,0,0,COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)nc(-c2ncccn2)nc1OCCO
VALGANCICLOVIR,2001,0,1,0,0,0,CC(C)C(N)C(=O)OCC(CO)OCn1cnc2c(=O)[nH]c(N)nc21
VALDECOXIB,2001,1,1,0,0,0,Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1
FORMOTEROL FUMARATE,2001,1,0,0,1,0,COc1ccc(CC(C)NCC(O)c2ccc(O)c(NC=O)c2)cc1
FROVATRIPTAN SUCCINATE,2001,1,1,0,0,0,CN[C@@H]1CCc2[nH]c3ccc(C(N)=O)cc3c2C1
ETONOGESTREL,2001,1,0,1,1,0,C#C[C@]1(O)CC[C@H]2[C@@H]3CC=C4CC(=O)CCC4[C@H]3C(=C)C[C@@]21CC
TOCOPHEROL ACETATE,2001,1,0,1,0,0,CC(=O)Oc1c(C)c(C)c2c(c1C)CCC(C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O2
NORELGESTROMIN,2001,1,0,0,1,0,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=NO)CC[C@@H]4[C@H]3CC[C@@]21CC
ZOLEDRONIC ACID ANHYDROUS,2001,0,0,1,0,0,O=P(O)(O)C(O)(Cn1ccnc1)P(=O)(O)O
PIMECROLIMUS,2001,1,0,0,1,0,CCC1=CC(C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCCC3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@H](Cl)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC
ERTAPENEM,2001,0,0,1,0,0,C[C@@H](O)C1C(=O)N2C(C(=O)O)=C(S[C@@H]3CNC(C(=O)Nc4cccc(C(=O)O)c4)C3)[C@H](C)[C@H]12
RUPATADINE,2001,1,1,0,0,0,Cc1cncc(CN2CCC(=C3c4ccc(Cl)cc4CCc4cccnc43)CC2)c1
GALANTAMINE,2001,1,1,0,0,0,COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2
FULVESTRANT,2002,1,0,1,0,0,C[C@]12CC[C@@H]3c4ccc(O)cc4C[C@@H](CCCCCCCCC[S+]([O-])CCCC(F)(F)C(F)(F)F)[C@H]3[C@@H]1CC[C@@H]2O
ETORICOXIB,2002,1,1,0,0,0,Cc1ccc(-c2ncc(Cl)cc2-c2ccc(S(C)(=O)=O)cc2)cn1
PARECOXIB,2002,0,0,0,0,0,CCC(=O)NS(=O)(=O)c1ccc(-c2c(-c3ccccc3)noc2C)cc1
ATOMOXETINE HYDROCHLORIDE,2002,1,1,0,0,0,CNCC[C@@H](Oc1ccccc1C)c1ccccc1
NITAZOXANIDE,2002,1,1,0,0,0,CC(=O)Oc1ccccc1C(=O)Nc1ncc([N+](=O)[O-])s1
GUAIFENESIN,2002,1,1,0,0,0,COc1ccccc1OCC(O)CO
ARIPIPRAZOLE,2002,1,1,1,0,0,O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1
TEGASEROD MALEATE,2002,1,1,0,0,0,CCCCCN=C(N)NN=Cc1c[nH]c2ccc(OC)cc12
EZETIMIBE,2002,1,1,0,0,0,O=C1C(CC[C@H](O)c2ccc(F)cc2)[C@@H](c2ccc(O)cc2)N1c1ccc(F)cc1
TREPROSTINIL,2002,1,1,1,1,0,CCCCC[C@H](O)CC[C@@H]1[C@H]2Cc3cccc(OCC(=O)O)c3C[C@H]2C[C@H]1O
OLMESARTAN MEDOXOMIL,2002,1,1,0,0,0,CCCc1nc(C(C)(C)O)c(C(=O)OCc2oc(=O)oc2C)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1
HYDROQUINONE,2002,1,0,0,1,0,Oc1ccc(O)cc1
ADEFOVIR DIPIVOXIL,2002,1,1,0,0,0,CC(C)(C)C(=O)OCOP(=O)(COCCn1cnc2c(N)ncnc21)OCOC(=O)C(C)(C)C
ELETRIPTAN,2002,1,1,0,0,0,CN1CCC[C@@H]1Cc1c[nH]c2ccc(CCS(=O)(=O)c3ccccc3)cc12
EPLERENONE,2002,1,1,0,0,0,COC(=O)C1C=C2CC(=O)CC[C@]2(C)[C@@]23O[C@@H]2C[C@@]2(C)[C@@H](CC[C@@]24CCC(=O)O4)[C@H]13
VORICONAZOLE,2002,1,1,1,0,0,CC(c1ncncc1F)[C@](O)(Cn1cncn1)c1ccc(F)cc1F
